id,age,gender,city_code
180256,94,2,138039
75820,25,1,3958
4031,53,2,86810
97820,15,1,127144
196728,74,1,52721
10378,71,2,4703
24724,80,1,78748
95123,62,1,152724
114608,99,1,117550
115777,3,1,77377
12413,50,1,82396
38560,18,1,116288
10106,47,2,84754
47844,70,2,141580
10279,6,2,12643
3270,56,1,41284
86033,80,1,61167
78232,6,1,75953
67617,2,1,61951
56225,55,1,10943
118007,67,1,79077
22582,80,1,93717
87831,59,2,26029
61994,59,2,33765
98790,21,1,132271
9342,76,2,43180
9165,26,2,100638
52044,88,2,6976
10477,71,1,178885
197025,80,2,54163
6329,23,2,8354
140714,26,2,49153
97753,73,1,104270
111017,16,1,105295
44044,18,1,15741
129085,77,1,159464
155076,16,1,116340
95414,97,1,32633
124549,40,2,120343
55177,92,1,176793
91670,92,2,108892
133955,52,1,105419
69792,72,1,9538
192540,72,2,67121
866,41,1,66857
176160,87,2,129914
41371,98,2,147072
30137,31,1,82831
79740,83,2,13276
126355,46,2,176150
52726,85,2,167035
195764,85,2,154996
43392,62,2,31422
181960,54,1,89026
55322,74,1,22781
8086,74,2,62761
124147,91,2,19212
58830,44,1,88047
112841,26,1,93101
144250,44,2,138501
31008,38,2,144599
93496,4,1,118469
6557,20,2,64318
23805,1,2,179686
189187,38,2,154736
140089,1,2,162871
115833,95,1,137363
45234,77,1,159767
197092,90,2,67906
55050,10,1,99441
78351,53,1,164936
60333,64,2,59764
167294,58,2,148426
81220,79,2,79406
102768,81,2,122392
156131,100,2,143520
38976,24,1,67327
160293,7,2,68627
168591,4,2,40900
111601,73,2,120316
107564,52,1,34422
128851,62,1,5577
56560,15,2,124750
123184,44,2,80249
47553,93,2,3039
187247,51,2,82680
9161,42,1,41248
108595,54,1,41113
128312,47,1,106648
106801,62,1,28889
914,78,1,147884
199233,72,2,42076
82746,53,1,10239
69990,32,2,168041
79,96,2,54699
71058,35,2,156106
54495,97,2,168675
44491,15,1,35884
3174,66,1,38161
74842,62,2,62397
8353,89,1,124634
185819,2,1,59942
45258,87,2,127563
100260,22,1,143067
62819,48,1,164197
58898,2,1,50399
142362,81,1,17334
122921,93,2,105874
73906,47,2,83491
12863,94,2,36756
50235,1,2,5210
79888,63,1,38376
7188,0,2,136250
60398,79,2,108669
159127,82,1,97009
175122,40,2,93487
4221,4,1,96904
13360,41,1,40438
37110,89,2,165899
133847,24,2,62397
82591,4,1,8158
159938,57,2,12457
184423,77,1,128374
144463,93,1,114970
73396,9,2,179141
73211,70,2,155092
169954,47,2,180000
116950,39,2,86133
192082,34,2,101298
197304,69,1,152617
56111,41,1,51449
199210,12,2,86479
108798,57,2,56265
36553,83,2,33514
156346,8,2,116796
115560,90,2,75766
93824,76,2,16132
48465,100,1,113466
108771,64,2,50326
64791,60,2,59657
76080,47,1,149968
25409,6,2,115959
113777,0,2,176944
1839,52,2,161286
59865,47,2,111444
49205,66,1,90725
96438,74,1,54537
117465,5,1,169306
113855,47,1,169306
71953,29,2,96593
67120,33,1,97722
166539,2,2,65707
172352,32,2,46910
63117,39,2,68431
149450,21,2,60507
186590,1,1,136553
135452,85,1,96254
1067,15,2,174922
199584,68,1,136802
120322,29,2,4981
5805,75,1,72579
118355,25,1,41382
106689,21,1,129987
135262,39,2,39122
23341,12,2,64906
141591,84,2,127144
147295,82,2,12812
29529,97,1,147580
84829,98,1,75203
170265,26,2,155528
134394,94,2,84656
182520,41,1,165817
175459,61,2,27686
184536,86,1,37057
53305,39,1,89080
95886,19,2,147465
147641,94,2,96370
37663,88,1,77402
155993,73,2,60632
132807,33,2,150356
195388,49,2,20670
9423,96,1,151816
59408,81,1,93771
148465,11,2,101298
64520,10,1,17913
92212,48,2,73317
85939,71,2,26083
83807,86,2,170097
85607,70,2,79077
11729,94,2,66438
123001,79,1,167240
104360,32,1,62486
70082,34,2,100362
78444,84,1,140501
105693,100,1,90342
159691,60,2,86487
197401,9,2,14165
18093,28,2,170685
6721,91,2,134014
38193,95,1,34690
49356,63,2,129718
187628,13,2,47006
193733,72,1,143520
14329,80,2,132342
140044,18,2,158804
150757,70,2,149931
39194,22,1,101243
75632,68,1,164892
64517,72,2,46803
112734,2,2,62397
78476,78,2,173935
197429,5,1,159437
153218,33,1,10417
22603,46,2,126022
96850,47,1,171209
36165,13,1,154013
137425,79,2,17851
23066,20,2,110875
88310,52,1,149968
34182,36,1,161482
176216,26,1,72034
65154,66,1,51243
131095,2,2,110063
69104,77,2,131899
78659,14,1,98257
129099,58,2,89080
182078,70,1,120824
171066,43,1,172279
99205,34,2,105776
99749,66,2,133161
64095,32,1,100709
35503,37,2,66198
154760,59,2,19695
179989,63,2,137728
142995,7,2,165130
140074,32,1,84175
111316,26,2,42058
138733,78,1,69964
191701,69,1,164892
1438,59,2,166235
95611,37,1,155083
154213,6,1,176793
113831,69,2,73102
38448,23,1,37100
111587,55,1,82733
92242,45,2,39328
23871,19,2,72007
160407,77,2,32544
35318,86,1,173061
13791,96,2,161106
48383,15,2,175787
81515,2,2,146325
167788,99,1,92989
83493,24,1,4106
81558,92,1,71055
145030,93,1,143502
99864,14,2,17726
36704,95,1,23387
146283,58,1,176212
9688,61,1,153151
188738,22,1,74554
125749,15,2,130892
128357,85,2,163253
73708,15,2,113974
120541,54,2,37958
169561,19,1,76157
733,86,2,63278
77897,97,1,163057
137797,100,2,153106
123746,36,2,99101
47514,89,2,62672
32095,38,2,131336
43740,28,1,62949
147840,77,1,58008
135251,94,1,58008
84222,63,1,105295
71627,68,2,146432
21452,5,2,11502
166983,65,2,12876
143148,5,1,93236
92353,45,1,137960
124599,60,2,143959
153407,26,1,92177
156491,91,1,92658
77514,98,1,100683
178493,37,2,13524
149098,70,1,19392
93929,79,1,131336
185011,72,2,155724
149229,2,2,109265
16779,82,2,175983
193474,44,1,98827
42844,96,2,100781
71615,28,2,144198
89422,50,2,94045
98742,18,1,111006
134558,42,1,158396
195824,0,1,171879
183062,64,1,29948
15593,32,2,116983
70292,55,1,15402
167398,45,2,121340
6201,3,2,147205
155443,42,2,147161
28735,69,2,9887
143227,24,2,21249
184924,89,1,117113
18957,3,1,134336
34363,5,1,98051
59371,40,2,48771
160478,21,1,128613
90339,20,2,103014
96824,83,1,162069
38174,80,1,148916
97556,50,2,120254
121472,56,1,57582
59684,4,1,159491
142288,71,2,81987
25549,89,1,64130
128748,23,2,110688
162721,18,2,91688
7148,6,1,122613
25205,12,1,36809
59316,21,1,134853
149859,37,1,161552
147330,65,2,160564
36556,59,1,43787
74295,86,2,77377
199734,40,1,63294
34534,92,2,36373
194913,67,2,148293
138730,0,1,14405
42879,46,2,113493
194025,35,2,51662
58720,63,1,10453
177246,53,1,117177
6990,20,2,50415
100437,99,1,45496
73814,26,2,23797
151777,89,2,112129
91099,11,1,179784
76823,8,2,68529
10003,35,1,55106
134307,68,1,76255
196128,21,2,61210
87793,4,2,101190
134310,78,2,169583
189946,52,2,23494
50055,61,2,15830
26065,25,2,78472
164947,45,1,68627
142745,96,1,161286
73022,64,1,13668
87241,89,2,86339
20580,73,1,124938
180830,10,2,112744
192881,89,2,14940
158515,19,2,179917
181228,50,2,9333
11236,37,2,113607
86576,61,1,9280
9670,3,2,52062
38164,76,1,160305
110279,27,1,174496
72397,55,1,67522
172736,16,1,100834
59906,68,1,120511
100481,24,2,74875
26504,90,2,104243
10366,99,1,73852
166674,6,1,13668
126761,74,2,119331
146116,82,1,63125
137001,54,1,18162
177128,94,2,18475
166284,96,2,130954
145335,66,2,22665
27593,24,2,26083
51448,59,1,127938
15405,6,2,43625
196875,70,1,25291
184654,6,1,146995
127041,55,2,139704
140166,70,1,155911
62332,6,1,4927
63753,19,2,24089
5800,29,2,132459
95078,73,1,105534
192563,59,1,108598
83523,15,2,76638
32171,4,2,29760
13100,48,1,58008
56404,84,2,71812
110334,65,2,161348
176153,17,2,115600
69263,27,1,78748
54128,54,1,126380
19776,2,1,146655
112145,39,2,67675
9424,56,2,104243
137368,35,2,148970
157197,58,2,175019
185131,72,2,161151
158405,13,2,42058
73960,83,1,74554
9035,18,2,31510
4147,24,2,129816
128962,65,1,179748
174236,54,1,154709
24312,4,2,59693
154717,16,1,142284
180526,78,2,179944
6622,38,2,31128
16331,35,1,82430
158790,0,2,163137
198304,39,1,11423
172040,48,1,104047
139655,28,2,33177
22009,3,2,105455
207,46,1,94312
111811,88,2,133562
36754,33,2,60482
45654,90,1,104136
146992,7,1,169306
115700,48,1,130981
170011,13,2,22576
114755,0,2,57449
190684,9,1,10701
70739,90,2,64504
11661,22,2,98257
135749,16,2,84629
160773,2,1,122668
143025,56,1,38893
43082,9,1,170792
72587,25,1,66401
91414,60,2,96637
4526,5,2,51387
96944,77,2,67675
43450,91,1,65147
79177,59,2,158396
107784,42,2,142337
68989,6,1,175260
141777,36,1,85984
16867,90,2,33989
177878,49,2,159963
153924,84,1,102749
81652,74,1,37324
165821,92,2,94107
133523,12,2,179551
156862,3,1,154460
140881,30,1,93815
47252,59,2,18670
169548,24,2,63580
101064,39,1,85412
65190,31,2,117505
106662,92,2,24187
153132,72,2,93021
68485,89,2,151497
71240,59,1,152332
142935,95,2,97090
124728,48,1,127064
115383,43,1,159516
38931,72,1,145293
120345,25,2,84460
161779,71,1,59764
106587,53,1,25068
161743,21,1,43867
53723,16,1,64602
59969,45,2,61737
96148,10,1,140324
49926,73,2,41578
160933,59,1,177655
48234,30,1,128588
170835,72,2,87077
3748,74,1,118637
174616,80,1,35759
172943,61,1,119590
122386,53,1,26353
7405,83,1,6761
94335,12,2,177842
132139,93,1,45753
98529,80,2,41417
62942,55,1,57948
84651,60,2,108614
110082,29,2,101957
73679,43,2,77126
162342,100,1,113233
10307,73,1,96192
19617,10,1,39532
185982,28,2,8425
2592,10,1,130384
161926,66,1,113493
89554,22,1,27935
66623,80,2,23715
170977,68,2,33603
141822,22,2,176686
6671,14,2,9930
120024,99,1,154790
55593,1,2,62137
177657,56,1,16551
2463,74,2,146325
38167,42,1,88449
116967,35,1,30069
8436,8,1,121876
651,0,1,45753
178571,28,1,176944
171681,78,1,116652
87007,46,1,30014
116385,52,2,140627
46987,50,1,96254
70552,48,2,130384
189675,26,1,107733
54586,24,2,44177
77677,2,2,67407
110381,77,1,104181
112997,87,1,67014
69769,19,1,152948
83337,0,2,136107
93857,39,2,165130
71155,100,2,144893
153752,72,1,84102
65182,97,1,32599
123060,30,1,150935
13661,3,1,26877
194020,29,2,116395
93122,58,1,37057
53346,66,2,8425
89080,36,2,32660
201,25,1,77180
35902,48,2,41854
161391,66,2,76004
128793,94,2,46251
136878,66,1,92701
195001,3,1,99101
144925,82,2,84825
16055,59,2,33248
38025,99,1,23207
162278,3,2,114710
58014,54,1,143995
66660,82,2,162595
99505,55,1,62440
370,15,2,101822
118953,82,1,67256
160800,2,2,155591
8855,37,1,72150
146113,81,2,28763
190885,23,2,112995
86152,22,2,179677
93068,60,1,131443
77937,24,2,41088
170153,5,1,155403
112572,33,2,130954
176137,92,1,70879
50735,89,2,176793
169593,42,2,2381
190077,33,2,100326
98939,91,2,112334
5731,46,2,62280
7511,87,1,6468
122122,25,2,96110
52066,50,2,152332
181127,83,2,27436
40135,62,1,118511
117358,58,2,10006
129593,5,1,154665
86492,0,2,77475
136926,52,2,12643
377,72,2,30844
31867,30,2,67906
167799,3,2,33015
74081,37,1,76317
103253,4,1,126228
60630,79,2,116439
150800,80,1,174922
34557,31,1,176686
124905,45,1,30229
37800,32,2,153473
56316,76,2,28941
188562,4,2,13524
9626,35,2,147884
78964,88,1,150980
22484,89,1,2915
166135,14,2,150891
85109,10,1,55277
3433,54,1,135501
103545,10,1,92961
133357,87,1,12509
40389,89,2,174156
61300,46,1,100736
56303,10,2,166707
29478,39,1,77180
146394,62,2,50479
199160,80,2,159071
16496,32,1,38679
191736,43,1,9887
86944,97,2,178750
40875,84,1,6592
80350,68,1,15313
155144,64,1,76004
116260,11,2,20048
146972,57,1,130954
39162,32,2,152528
111878,26,2,33514
98918,71,2,101378
144228,65,2,66955
144631,19,1,115076
115235,8,1,179784
187425,98,1,70174
103103,61,1,27436
25477,80,2,38731
147266,4,2,61737
130482,37,2,40278
59643,57,1,109773
9510,79,2,69964
68228,86,1,12509
172054,86,1,41621
160461,58,2,107350
8473,40,2,37173
73706,95,2,77224
143835,8,2,174511
177607,85,2,54163
192526,59,2,80613
3250,7,2,80043
10203,67,2,152412
53418,79,2,85840
80665,48,2,14673
195753,16,1,70520
2785,24,2,151530
136389,81,1,158966
143241,88,1,126718
69,23,2,99673
96901,81,2,147205
164150,85,2,77082
92892,52,2,40820
141416,21,1,175509
36396,16,1,88644
95305,25,2,12689
172905,66,1,72276
129427,39,1,118575
158664,17,1,64602
177634,37,2,63300
145580,36,1,28246
41755,8,2,174021
62123,35,2,121466
108382,76,2,12812
186548,39,2,168041
179699,55,2,22576
178527,53,2,20048
146469,49,2,159446
10505,14,2,87665
121642,23,2,87059
82345,32,1,125105
59485,48,1,88788
12587,46,2,151558
79229,16,2,122908
168833,21,2,178894
154983,34,2,59283
17559,42,1,156357
174432,15,2,80677
105646,80,1,108035
54293,37,2,135431
82272,92,2,93085
33099,11,2,100870
103728,65,1,101724
91251,78,2,29519
110114,89,1,136107
62858,36,1,45959
12621,58,2,74931
87372,40,1,27070
138981,95,2,167179
68998,63,1,68627
180272,59,2,179613
64028,33,1,87665
171246,6,2,116723
119746,56,2,164277
63506,100,1,169119
80749,45,2,62761
166944,27,2,40438
107454,38,2,38679
161506,60,2,127411
128573,91,1,44177
904,43,2,27436
38785,48,2,56988
143329,4,1,129282
197920,15,2,74616
181566,48,2,12126
1579,53,1,153151
99220,54,1,82680
33365,1,2,118469
26480,55,2,52115
24599,89,1,64194
66229,11,2,29724
117597,51,2,179739
52881,97,2,58357
63444,67,2,108455
129243,72,2,108632
144397,56,1,145202
108450,73,1,153507
85660,71,1,17619
109098,79,2,3805
169662,58,2,174520
52381,91,2,87362
55509,30,1,81754
119958,26,2,6930
181100,89,1,110116
92998,52,2,30568
109417,97,1,21123
96858,91,2,102605
74279,62,2,101724
156185,24,2,33337
38719,86,2,61620
151326,58,1,17209
65224,97,2,63633
158277,7,2,37618
178793,83,2,37912
100180,75,1,34262
49699,3,1,124938
2442,94,2,151978
117199,46,1,158653
73168,55,1,135244
127537,90,1,101458
5360,16,2,143995
146584,43,1,131274
113711,100,2,129111
65260,64,1,125061
95928,83,2,76157
113058,87,2,11762
140087,94,2,116439
137214,73,1,5167
107623,35,2,116171
111282,38,1,76969
183857,97,1,137130
54617,50,1,94045
141375,49,1,54699
52021,90,2,84086
187056,9,2,102473
185128,96,2,71607
77065,80,2,33337
95065,90,2,31716
22048,17,2,14272
155469,97,2,124073
154961,87,2,122668
40009,58,2,65921
25627,3,1,174520
30112,74,2,21338
197979,70,1,22665
167737,59,2,100754
184157,97,2,143557
27520,8,1,76255
152259,63,1,109425
185274,18,2,100638
170810,30,1,58204
118945,55,1,144866
85045,13,1,100344
99943,35,1,106461
62120,36,1,122613
154611,30,1,112904
21771,76,1,113894
57230,79,1,134853
179996,93,1,129816
135156,13,1,94429
138107,29,2,160387
163380,6,1,122285
22611,69,1,133394
173808,92,2,53577
190030,84,2,70940
193608,83,1,138501
73480,77,1,107403
186455,47,2,120771
145415,70,1,160387
51277,7,2,100736
69211,88,2,167071
182782,29,2,46377
45223,21,2,68921
27066,68,1,94312
100788,10,1,179622
138774,99,1,12144
60496,51,1,132459
195209,68,2,67292
85801,2,2,122953
47812,81,2,131210
164897,15,2,144535
138594,79,1,84175
158331,42,2,158966
190748,31,1,173533
180983,81,1,83561
97302,14,2,139330
189389,10,2,46830
21399,34,2,123175
144423,84,1,157451
119442,92,1,141535
177790,54,2,87246
25422,34,1,164277
676,84,2,70110
108961,19,1,12689
125450,26,1,64345
157593,15,2,149851
175952,87,1,27935
174735,15,1,149539
111728,83,1,40704
70848,16,1,14673
155257,81,2,53728
112831,5,2,101564
145024,94,2,145293
115222,95,2,4482
153457,8,1,6217
175939,12,1,68529
80331,48,2,138538
20898,28,2,39738
113582,28,1,75766
147703,30,2,163734
119579,54,1,150445
78779,41,2,111444
50517,80,2,112995
71896,7,2,97394
153223,20,2,136241
30031,76,2,157273
40749,23,2,62761
59367,1,2,105419
68082,46,1,133018
24326,60,1,133508
82512,54,2,160092
17011,57,1,18554
38684,92,1,63189
176165,79,1,174520
181152,25,1,26118
68109,28,2,14851
39134,22,1,143067
88676,62,2,133214
75099,36,1,159384
82375,20,1,19631
73178,63,2,148872
42117,3,1,99968
64097,81,1,50790
178476,17,2,105829
76430,49,1,56773
94722,96,2,72819
53359,1,1,151905
64810,63,1,119527
60147,50,1,57083
54951,47,2,147465
165654,17,2,55106
60681,73,1,173230
116579,18,2,63866
152235,93,2,44462
154816,19,1,58794
109990,93,2,77288
39633,44,1,13757
27693,49,1,105534
34052,83,1,86453
47160,36,1,162069
108160,82,1,29573
139878,40,1,112129
52775,47,2,168960
181426,27,1,97189
168814,42,2,18741
59254,90,2,7099
150237,73,2,98051
186463,14,2,65752
176352,97,1,155528
86860,85,2,104546
168593,15,2,56210
89403,94,2,130320
35062,33,2,26699
1578,21,1,21668
124615,33,2,161348
181309,30,2,67256
41263,56,2,135226
25854,37,2,131620
161440,50,2,120511
183520,82,2,101083
126437,10,2,46769
97904,69,2,10649
191200,42,1,16365
38812,34,1,137069
32210,69,1,113493
43616,7,2,129585
6674,70,1,11307
131771,48,1,172153
172650,22,1,144964
83509,32,1,165336
54135,3,1,51804
153563,67,1,17726
163341,18,1,142774
89304,94,1,180064
119667,39,2,66330
107402,29,2,179873
11364,90,1,62538
195172,63,1,100923
146146,52,1,129567
139305,26,2,24999
14549,53,2,128374
27187,72,2,78748
162257,60,1,56265
192259,12,2,146995
141639,61,2,149370
101771,67,2,77260
193943,80,2,150221
124581,67,1,135850
50882,25,2,148970
142903,48,1,163681
131146,96,2,153151
158267,19,1,175439
119828,85,1,39612
176148,34,2,49206
145556,70,1,130534
21010,36,1,120138
114035,9,1,27436
44216,29,2,122061
168185,12,1,155127
136646,58,1,125105
104369,88,1,71518
2343,7,2,134755
107753,63,1,158136
162813,54,2,72980
164030,33,1,172581
179981,29,1,84629
57832,93,1,76969
87877,44,2,162014
76858,30,2,57163
164462,92,2,20910
195174,5,2,165274
115511,17,1,174780
122097,62,1,68128
107495,69,1,175126
173147,100,2,177799
137904,92,2,164339
130598,64,2,99879
43430,73,1,174744
101168,30,2,6048
17246,16,1,128613
139302,38,1,144866
136837,73,1,179819
107563,6,2,50228
131989,40,1,141884
169535,100,2,178313
178167,50,1,151521
50218,5,2,65342
126079,6,1,49769
5547,37,2,173855
16322,51,2,37173
172929,3,1,77561
128846,83,2,139330
2849,99,1,18242
30279,95,2,99101
171995,73,1,90538
76164,44,1,155403
40102,81,2,127064
180392,85,2,54387
117478,82,2,108696
15305,94,1,47630
71045,51,2,73371
4160,68,2,55259
8375,27,2,98300
19916,87,1,136848
8117,87,2,145293
199825,32,2,26353
55329,55,2,159393
198943,86,2,61167
166432,66,2,63189
172674,76,1,98257
179042,52,1,156473
56788,38,2,75711
162773,38,2,124616
136206,53,2,50889
162737,35,1,179551
89967,94,1,41177
26736,41,1,15830
197055,29,2,86133
182133,39,1,87219
177799,46,1,66731
188194,29,1,12849
142578,41,1,155760
119519,42,2,76718
147178,9,1,173230
189306,85,1,167641
59010,26,2,10293
12031,70,1,56265
139152,84,2,61210
83874,43,1,53639
93625,74,2,120888
3036,65,2,4240
190908,80,1,129380
140228,83,2,154932
73408,16,2,63072
174579,24,1,63553
27076,27,2,110063
58483,92,2,135949
114069,55,1,148131
132401,67,2,50399
60523,6,1,94429
71862,20,1,170346
22070,62,1,16506
49619,82,1,96192
79369,74,1,146502
165922,6,2,107001
139341,27,2,147036
19227,16,2,75338
176459,25,2,26320
75699,5,2,32045
73489,94,1,149539
38880,44,1,117550
23897,74,1,137185
72362,4,2,116340
22138,11,1,28415
106109,94,2,160458
115927,22,2,7865
93130,79,2,79497
85241,55,2,3805
4226,71,1,139287
14634,50,1,26804
96794,7,2,49643
76875,39,2,100344
197491,37,1,50564
175043,33,2,75613
83503,96,1,100282
142503,88,2,62191
191152,25,1,175439
146482,9,2,176150
31624,73,2,55838
9526,24,1,119466
156672,10,1,165719
154547,53,1,130712
79351,50,2,49153
190561,41,2,176686
99136,13,2,33364
121503,27,2,142426
147529,58,1,179631
175446,57,2,167473
87523,25,2,75711
63069,22,2,103032
179422,72,1,52936
68479,32,2,164133
51881,47,1,161053
22164,21,2,109005
161263,7,2,179953
156457,88,2,16132
103821,29,1,102641
155612,95,2,146744
185191,88,1,136250
61189,72,1,142774
189075,60,2,83525
10978,62,2,112904
106855,16,2,154914
66826,4,2,76558
83323,23,1,66731
62152,80,2,125472
143138,48,2,87175
90965,95,1,4525
162321,32,2,180028
150993,81,1,130678
55547,21,1,74108
117277,53,2,32633
192517,90,2,40241
25124,53,1,163789
92855,19,2,114925
32455,13,2,63777
119798,95,1,150524
166957,18,2,164749
114257,99,2,27686
86751,94,1,131443
199778,67,1,81415
188677,45,1,112076
59762,25,2,32768
145585,49,2,168309
119413,45,2,113395
34734,14,2,110063
61945,27,1,171806
109051,52,1,44845
118440,27,1,43698
58017,82,1,58357
193305,67,1,179515
41995,57,2,50228
116035,87,1,121876
89068,52,1,137844
114681,30,1,104341
94217,45,2,151549
72948,94,2,161482
196745,38,1,10051
138740,69,2,23948
103346,88,1,62823
124076,58,2,150418
19202,98,2,110535
104087,47,2,138084
146609,50,2,77587
45816,65,1,97777
45904,85,2,74554
159690,4,2,52115
90971,46,1,138805
151189,64,2,112334
76660,26,2,121876
102234,71,1,100308
123448,29,1,43180
119957,59,2,158065
83479,28,2,60945
183899,43,2,124723
40508,65,2,140208
110985,9,1,115575
120226,46,1,2988
134714,41,2,68048
55067,3,1,163002
191928,86,1,131461
101254,13,2,65011
135865,87,1,132379
41979,63,1,103443
149675,3,1,51804
158834,18,1,48771
182270,76,1,134853
158579,72,2,150221
1671,91,1,65841
30562,39,1,153696
178188,77,1,43732
98671,43,2,154790
63169,96,2,22718
194945,33,1,41818
103969,67,2,41284
6485,50,2,76317
180076,78,2,148765
65610,32,1,45003
95904,72,1,85243
164070,75,2,58990
124059,50,2,88546
45220,62,2,104341
140018,32,1,68976
8504,77,1,60776
35118,77,2,104635
133632,81,1,130981
37610,48,1,36006
61920,84,1,107485
115281,44,1,15448
199728,38,1,133018
106538,10,2,63286
68467,19,1,138734
89470,18,1,68280
149111,49,1,55008
121383,4,1,25692
73344,15,1,93628
89620,97,2,179285
15642,46,2,152332
42233,99,2,178545
30222,41,1,71457
20607,50,1,101341
48678,13,2,155350
157631,89,1,62823
151401,41,1,49545
52701,59,1,121796
176995,90,2,7197
197809,66,1,37280
140405,21,1,96110
186032,84,1,167302
192548,93,1,85412
61344,99,1,101724
75558,8,1,159400
85474,57,1,153829
144909,20,1,113607
46348,68,1,35090
154678,53,1,172698
197773,0,1,109425
118637,56,1,154521
20719,22,1,132271
92624,66,1,129987
61837,60,1,59942
79261,92,1,127858
17467,97,2,60099
97818,36,1,34397
114296,63,2,9019
69473,8,2,98774
125495,25,2,145471
122808,39,1,159437
185750,52,1,38982
151712,19,2,143995
67714,21,1,6930
11394,81,2,37173
122522,34,1,38456
34273,64,1,105295
121055,66,2,23948
189117,70,2,115236
29939,41,1,19338
43173,100,2,101458
15617,33,2,65342
28932,100,2,86936
79086,27,2,45361
145938,41,2,111863
110849,64,1,174254
46303,75,1,166315
194723,18,2,85626
101442,58,2,139054
8329,72,1,59657
24211,70,2,145471
171165,71,1,77288
65210,76,2,103639
125640,34,2,118691
57344,97,1,16132
181346,18,2,153277
115065,32,2,40900
73249,47,1,32660
105160,86,1,85467
79540,8,2,70094
30509,22,1,86339
99909,56,2,125622
152303,1,2,37912
31740,54,2,99441
144579,70,1,177236
156971,86,2,15108
129324,95,1,163734
180794,48,2,132379
2319,49,2,112879
181321,94,1,88047
86361,88,1,62761
30648,88,1,113974
101550,57,1,97517
134300,11,2,127224
17701,85,2,116590
130339,46,2,156473
89795,57,2,73852
168327,47,1,72409
48307,84,2,166529
94571,25,2,43812
121304,93,1,166985
129902,89,2,90208
172013,90,2,70316
102066,97,2,83428
52033,72,1,164393
76481,20,1,104582
80107,71,1,84086
121330,90,1,54163
17223,61,1,114060
105976,55,2,17101
110063,11,2,100308
63769,71,1,137032
136307,29,2,136713
124204,59,1,76040
196616,35,2,130357
193233,17,1,12037
21576,28,1,63740
65026,100,2,103194
140330,48,2,59416
129533,81,1,170612
160015,25,2,91937
131625,48,2,101724
140360,99,1,159071
170869,10,1,31208
190017,13,2,139214
40645,41,1,97517
12891,91,2,137363
194794,25,2,67327
73920,70,2,33337
100975,26,2,32090
158483,58,2,111587
181575,59,2,70986
178922,76,1,50549
132302,6,1,169583
194894,37,2,70566
132969,62,2,16908
138600,39,1,112245
164793,37,1,51056
99719,7,1,74842
69809,87,2,49484
118626,45,1,79157
65732,51,1,73013
124200,67,1,153277
81194,74,1,32045
176961,33,1,64568
46647,68,1,131817
75619,22,1,15901
12989,16,2,10827
116661,28,1,70637
166963,38,2,46769
125211,50,1,41925
135999,44,2,39694
123138,36,1,175466
103528,59,2,48227
36791,95,1,32179
22871,45,2,63170
42382,90,2,153240
86979,39,1,175126
5264,59,2,9026
195760,75,1,93209
168073,16,2,13757
84544,7,2,166672
95519,42,1,180091
170369,31,2,79497
146943,87,2,132841
149638,70,2,111220
81341,87,2,108598
197144,42,2,31878
185216,78,2,111783
70582,87,1,165719
189945,96,1,116439
73276,83,2,99922
54042,23,1,143619
79724,85,2,178938
84811,80,2,45334
141219,89,1,101163
150031,49,1,152350
134328,67,1,139107
188930,21,2,145355
134166,27,2,150258
23678,94,1,6930
186003,6,2,126825
94188,78,1,71910
3657,96,2,101458
90369,32,2,27169
152004,30,1,136848
155736,20,2,70566
21090,58,2,76585
7268,61,1,83847
195208,30,2,135896
123312,42,1,176855
181699,84,1,144991
92351,15,2,45815
53063,58,1,98603
114676,96,2,92097
150289,50,2,29760
81526,99,1,145934
109343,28,2,127288
80066,71,1,140244
2457,10,2,128374
48683,5,2,158608
108535,8,1,77313
194253,18,2,149227
114884,99,2,158966
149803,80,2,142774
44233,14,1,20359
7472,21,1,167794
87639,9,2,77561
4806,10,1,61675
133191,82,1,179622
151200,61,2,90538
171817,95,1,150070
177621,31,2,85760
144794,10,1,22460
68127,100,1,90725
41194,8,1,132075
33532,4,1,53425
83110,14,2,155591
138455,34,1,73594
12208,95,1,175466
52985,21,1,130981
177385,94,2,136269
160844,42,2,131336
149574,19,2,6164
59661,81,2,95355
28475,6,1,101378
6121,30,1,11940
88617,89,2,123709
151604,47,2,65609
69399,83,2,18162
140053,7,2,130712
137600,60,1,72604
16439,5,2,174254
150883,9,1,78472
133211,37,1,136526
25537,1,2,60026
150074,53,2,26083
43955,1,1,147036
174038,29,1,117426
102852,51,2,105142
131049,12,2,129317
67474,12,1,117827
107451,75,1,123790
56191,20,2,90262
187037,60,1,168372
117030,94,1,86519
118223,17,2,50790
63361,28,1,34690
177400,0,2,132841
2093,71,2,86188
161466,15,1,169306
69761,85,1,170952
4772,0,1,97679
88760,10,2,118281
92216,37,2,74915
183378,49,2,97811
26944,37,1,59416
162794,80,2,94456
107532,24,1,44391
87641,22,1,125132
29551,20,2,51626
183771,59,2,159455
56280,63,1,46867
17681,38,1,148097
186997,18,2,1455
55348,52,2,71787
119351,22,2,102570
156549,9,2,170168
57901,49,1,155662
47478,56,1,55446
129751,43,1,21007
42187,19,1,157031
184955,66,1,85074
191615,83,2,157246
25411,3,2,121108
105175,1,2,82831
28053,99,2,59130
17626,44,2,179196
110339,10,2,28816
80329,49,2,31128
56099,42,1,40278
20284,97,2,87219
